id,alias,aliases,price_num,price_num_imputado,phone,address,rating,review_count,transactions,image_url,url,location.zip_code,coordinates.longitude,coordinates.latitude
incGwtfg6rwT00w9WAqE0A,apolonia-chicago,"['modern_european', 'bars', 'mediterranean']",3,False,13123632431,2201 S Michigan Ave,4.4,306,[],https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.62361,41.85267
0ucCbCekcn5XdzvRXnHl2w,desert-hawk-chicago,"['tradamerican', 'bars']",3,True,0,2049 W Division St,4.6,41,[],https://s3-media0.fl.yelpcdn.com/bphoto/Wvt0tJNb-HbxRnBQ7iUUPQ/o.jpg,https://www.yelp.com/biz/desert-hawk-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.67917606979607,41.90288666670101
0qW7MJ0trxnoWzCHBiBgbQ,union-chicago-4,"['newamerican', 'pubs']",3,True,17736977788,2202 N California Ave,4.5,72,[],https://s3-media0.fl.yelpcdn.com/bphoto/SaHK7Xl8sKFH0SDoP6Lp8w/o.jpg,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.69769,41.9218
g-FNZCErYf4CuEb8EWYDuQ,mahanakhon-noodle-bar-chicago,"['thai', 'noodles']",2,True,17739753333,2907 N Lincoln Ave,4.8,33,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/ciifGqUgsOPnGXxtlfrJcQ/o.jpg,https://www.yelp.com/biz/mahanakhon-noodle-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60657,-87.661455,41.934736
bmTC5TdAQh0s2y24nTS4bA,kayao-chicago,"['peruvian', 'beerbar', 'cocktailbars']",3,True,18723422246,1252 N Wells St,4.4,88,[],https://s3-media0.fl.yelpcdn.com/bphoto/4Wja0ifExm6ZLGoGFh-R1Q/o.jpg,https://www.yelp.com/biz/kayao-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60610,-87.63487429999999,41.90541208020734
NCbmJtryUXXg1mtoZg8aJg,tak-korean-bistro-and-karaoke-chicago,"['korean', 'karaoke', 'cocktailbars']",3,False,13127226632,"1132 S Wabash Ave, Lower Level",4.4,126,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/TPcDriS5OH-4F6FHqj-fwQ/o.jpg,https://www.yelp.com/biz/tak-korean-bistro-and-karaoke-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60605,-87.62635,41.86823
apo9fX6Opmr2Z87sm-_cfg,all-together-now-chicago,"['gourmet', 'newamerican', 'beer_and_wine']",2,False,17736611599,2119 West Chicago Ave,4.5,134,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/DvMFTWqiDnYrJxGneDdtSQ/o.jpg,https://www.yelp.com/biz/all-together-now-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.68051,41.89555
CsOBdkThymA-WUlwf_xa_Q,tama-chicago-2,"['greek', 'bars']",2,True,13129550212,1952 N Damen Ave,4.5,55,[],https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.67786993822337,41.917433859834425
9mhqcimD0CYvqxzfj_VXnQ,little-bad-wolf-chicago,"['tradamerican', 'beerbar', 'cocktailbars']",2,False,17739426399,1541 W Bryn Mawr Ave,4.4,2496,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/X_RUy9GZ5DJRIzf9A739OQ/o.jpg,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60660,-87.669057,41.983356
0IYXh7l_VppKw5y97FehoA,kasama-chicago,"['filipino', 'bakeries', 'newamerican']",2,False,17736973790,1001 N Winchester Ave,4.5,1230,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/APJhh2bUtv_eUTh3GDtw_Q/o.jpg,https://www.yelp.com/biz/kasama-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.6756,41.899692
_MnIiS_b3enHyx8Y62gd4Q,oriole-chicago,['newamerican'],4,False,13128775339,661 W Walnut St,4.7,425,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/XNJqhprLeyn_gb8zYnPJyA/o.jpg,https://www.yelp.com/biz/oriole-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60661,-87.6449481,41.8860966
ATbuE6MdSeYLIxcfB8MYCA,cabra-chicago-2,['peruvian'],3,False,13127611717,200 N Green St,4.2,890,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/AodXsI8hnevZb7dINgk-Bw/o.jpg,https://www.yelp.com/biz/cabra-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60607,-87.649086,41.885851
B3s6h5OFne0C5ygKSevJpA,rudy-s-ramen-chicago,['ramen'],2,False,13129657187,1146 N Milwaukee Ave,4.7,158,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/9P6aTCu4xbaF2-fvQ4EXPw/o.jpg,https://www.yelp.com/biz/rudy-s-ramen-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60642,-87.66536544877775,41.90252543864915
tQoQbc3vAo3qdTDiNgSekA,pleasant-house-pub-chicago-3,"['british', 'pubs', 'breakfast_brunch']",2,False,17735237437,2119 S Halsted St,4.4,1001,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/qzQBx5S6C-Vm9xhlPEozQQ/o.jpg,https://www.yelp.com/biz/pleasant-house-pub-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60608,-87.64621,41.85357
iOMvXQYFl6_mtw0wX6ZUXw,forbidden-root-chicago,"['brewpubs', 'tapasmallplates', 'cocktailbars']",2,False,13129292202,1746 W Chicago Ave,4.3,634,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/flCaVpuO0bD6PAuWBntEnA/o.jpg,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.671551,41.89628
KSN52IyGX6tsKLFyXfRCzg,gussies-handmade-italian-chicago,"['italian', 'desserts', 'salad']",2,False,13129293091,227 W North Ave,4.3,343,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/7P24aZ5aBBaBKVNxhwbHhA/o.jpg,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60610,-87.6359135883639,41.91098828028453
l_602ggEZES7dW_WeOmKYA,elia-chicago,"['turkish', 'mediterranean', 'halal']",2,True,17737703658,1938 W Division St,4.0,121,"['pickup', 'delivery', 'restaurant_reservation']",https://s3-media0.fl.yelpcdn.com/bphoto/Nb73usJ0nSu-HgwJi7ovVg/o.jpg,https://www.yelp.com/biz/elia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.676424,41.903503
dro6ttzG0H2PlES0gI8LIg,tortello-chicago,"['pastashops', 'italian', 'salad']",2,False,17733601293,1746 W Division St,4.3,562,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/D8lGceXgKYT3Gq8x_-KQaA/o.jpg,https://www.yelp.com/biz/tortello-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.67186413269891,41.90343739642855
hMNHD9LHs_R3vFCfTOGorw,izakaya-shinya-chicago,"['ramen', 'cocktailbars', 'izakaya']",2,True,13128808133,2255 W North Ave,4.2,171,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/491oQAKES-sjY7tCNGwh8Q/o.jpg,https://www.yelp.com/biz/izakaya-shinya-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.684546,41.910173
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,"['pizza', 'italian', 'intlgrocery']",2,False,13125218700,43 E Ohio St,3.9,4613,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.6262607945148,41.892335432963
TpnJu57_NYEjgJyL6klurg,perilla-steakhouse-chicago-5,"['steak', 'korean', 'cocktailbars']",3,True,13122369300,225 N Wabash Ave,4.2,126,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/C_9edXz-MtkkawpF-u0oIw/o.jpg,https://www.yelp.com/biz/perilla-steakhouse-chicago-5?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60601,-87.62604,41.88655
bQDXNksi5lQ4YRv0kGSzjQ,the-welcome-back-lounge-chicago,"['tradamerican', 'breakfast_brunch', 'cocktailbars']",2,False,17738252800,2423 N Milwaukee Ave,4.5,128,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/TjCUcUaKkS9YHQY6RI0PRg/o.jpg,https://www.yelp.com/biz/the-welcome-back-lounge-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.701022,41.92549
WyjV1N1iQcXnk9_oLHaKxw,pinched-on-the-river-chicago,"['mediterranean', 'wine_bars']",2,False,13125263883,443 E Illinois St,4.4,495,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/XTSO346yeQ3HDZVLg-_JaA/o.jpg,https://www.yelp.com/biz/pinched-on-the-river-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.6161529,41.8909516
Enf_3DXmppx19hFGs0UDKw,la-nonna-chicago,"['argentine', 'italian']",2,False,17732534741,3400 N Lawndale Ave,4.7,432,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/-jBN1TM7gcCGELyAk3B-RA/o.jpg,https://www.yelp.com/biz/la-nonna-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60618,-87.7203016,41.9429574
FwDHTTQeq2-9oIk13r37aw,sotto-chicago,['italian'],3,True,13123327475,71 W Monroe St Lower Level,4.3,6,[],https://s3-media0.fl.yelpcdn.com/bphoto/A_tBUcrZ4vZWuvyzcOMDrw/o.jpg,https://www.yelp.com/biz/sotto-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60603,-87.63014,41.88039
m5_GCJP2W4zEJnyVgxa3eA,longman-and-eagle-chicago,"['gastropubs', 'whiskeybars', 'tradamerican']",2,False,17732767110,2657 N Kedzie Ave,4.1,2624,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/nkFuSeLKVdj4EYFWZFahuA/o.jpg,https://www.yelp.com/biz/longman-and-eagle-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.707222394898,41.930156679293
YghqKXYrA7mvQkkrhMYSHw,chubby-cattle-chicago-10,"['bbq', 'japanese', 'steak']",4,False,17734519398,2162 S Archer,4.5,308,['restaurant_reservation'],https://s3-media0.fl.yelpcdn.com/bphoto/DGwBECAXhZFq41iPtSmSmw/o.jpg,https://www.yelp.com/biz/chubby-cattle-chicago-10?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.6345661,41.8534739
p-a5uSlaIENNTmoYqOvTYA,denuccis-lincoln-park,"['newamerican', 'italian']",3,False,17736978780,503 W Dickens Ave,4.4,210,[],https://s3-media0.fl.yelpcdn.com/bphoto/qYmj4pLnnHYLkLH3bRL8Cw/o.jpg,https://www.yelp.com/biz/denuccis-lincoln-park?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60614,-87.6414504647255,41.91993037383063
bPiaa7fgHkC9l7B2HyS0aw,cedar-palace-chicago-2,"['lebanese', 'falafel']",2,False,13126430933,655 W Armitage Ave,4.8,505,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/TcWClplXd-snEKEZttMPCA/o.jpg,https://www.yelp.com/biz/cedar-palace-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60614,-87.645757,41.918054
VTvA123KB4mH9etLGvEYlA,oliver-s-chicago,"['seafood', 'burgers', 'cocktailbars']",3,True,12133203100,1639 S Wabash Ave,4.6,91,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/DTg-jmTx5NDz9oS-dmIR2g/o.jpg,https://www.yelp.com/biz/oliver-s-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.62520072892792,41.85906589108441
ziIfrqtyupmeNlPAOx6jTw,quartino-ristorante-chicago,"['italian', 'wine_bars']",2,False,13126985000,626 N State St,4.2,6094,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/sXuF8TAb3WlRV_hE3iMkRg/o.jpg,https://www.yelp.com/biz/quartino-ristorante-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.62835547326355,41.8934479679332
PH2qRMJ2s4oqI1-9wlu2jw,rose-mary-chicago-2,"['italian', 'modern_european', 'cocktailbars']",4,False,18722603921,932 W Fulton Market,4.3,819,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/1ohj2UxPl0rRVk_uUK1T-w/o.jpg,https://www.yelp.com/biz/rose-mary-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60607,-87.65119,41.88698
URjuAY-Nv-133vzQMe77tg,birdman-ramen-chicago,['ramen'],2,False,13125794459,212 E Ohio St,4.3,75,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/vL2TRgyDQ3kutcDExn2o8A/o.jpg,https://www.yelp.com/biz/birdman-ramen-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.622044,41.892786
sJOPkTGLi53eB46ykvDeRg,farm-bar-lakeview-chicago,"['bars', 'newamerican', 'beer_and_wine']",2,False,17732812599,1300 W Wellington Ave,4.2,542,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/7llaReubpG36PeD2v_llSQ/o.jpg,https://www.yelp.com/biz/farm-bar-lakeview-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60657,-87.66141,41.93643
32t_t04aDAMRkhNksU0xsg,charlie-martins-chicago,['supperclubs'],2,True,13129293174,736 N Clark St,4.8,46,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/-2piz52WtE2Am94jxNO_RA/o.jpg,https://www.yelp.com/biz/charlie-martins-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.631573,41.895974
_O2_9HL-pnb3ZvOOfjRDuA,shinhwa-korean-steakhouse-chicago-3,['korean'],3,False,13122919034,2407 S Wentworth Ave,4.3,107,['restaurant_reservation'],https://s3-media0.fl.yelpcdn.com/bphoto/9g_EO1kihdh9-25jKOfFUA/o.jpg,https://www.yelp.com/biz/shinhwa-korean-steakhouse-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.63170820559958,41.848942923017454
KML-ctMyeT9OkmEO_zjQmw,bazaar-meat-by-josé-andrés-chicago-2,['steak'],4,False,13128206601,120 N Wacker Dr,4.3,211,[],https://s3-media0.fl.yelpcdn.com/bphoto/uar1D2TK36TgRE_vYh8fng/o.jpg,https://www.yelp.com/biz/bazaar-meat-by-jos%C3%A9-andr%C3%A9s-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60606,-87.63722299999999,41.8840009
r9zeenSk7DLkv3MwHbfkng,menya-goku-by-ramen-wasabi-chicago,['ramen'],2,False,17739426701,2207 W Montrose Ave,4.7,138,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/YUSehQQXGODCGSQp1ssNxw/o.jpg,https://www.yelp.com/biz/menya-goku-by-ramen-wasabi-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60618,-87.6841485,41.9612451
8kzFBxGtAiOARf-4dnjOCA,bar-sotto-chicago-2,"['beerbar', 'italian', 'cocktailbars']",3,True,13123327475,"71 W Monroe St, Lower Level",4.6,17,[],https://s3-media0.fl.yelpcdn.com/bphoto/YnO4eVDQAriPw6LCdNZybA/o.jpg,https://www.yelp.com/biz/bar-sotto-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60603,-87.63014,41.88039
kUpqpEqkBjZguS1uA6NQYA,en-hakkore-2-0-chicago-15,"['asianfusion', 'poke', 'sushi']",2,False,17732785959,1467 N Milwaukee Ave,4.6,609,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/QO3A1d-5GkMHMIknJYml0A/o.jpg,https://www.yelp.com/biz/en-hakkore-2-0-chicago-15?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.67442096514347,41.90859268098761
hRoJc3vnia5CXXBTXL5Jtg,omakase-shoji-chicago,"['japanese', 'bars']",3,True,0,1641 W Chicago Ave,4.9,38,[],https://s3-media0.fl.yelpcdn.com/bphoto/7CnE1y7VwiHwyyZOIDb3Wg/o.jpg,https://www.yelp.com/biz/omakase-shoji-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.66894076019526,41.895835501843294
PtqCsmnOow_ByOkj38eB8w,the-evie-chicago,"['tradamerican', 'sushi', 'steak']",3,False,13127013300,537 N Michigan Ave,4.5,277,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/1oVK9OyL-q4bf4ktvipQhg/o.jpg,https://www.yelp.com/biz/the-evie-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.62390403884024,41.892207051940055
sWYRaPCYHrTxsZPLWmzkzQ,scofflaw-chicago,"['newamerican', 'cocktailbars']",3,False,17732529700,3201 W Armitage Ave,4.3,865,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/0puz-l7yNvCXlA3ZdU24kg/o.jpg,https://www.yelp.com/biz/scofflaw-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.7071762084961,41.9173240661621
etdDXmh2FnRgOgCRge5MAQ,ocean-grill-and-bar-chicago,['vietnamese'],2,False,13122261826,1826 S Canal St,4.3,164,"['pickup', 'delivery', 'restaurant_reservation']",https://s3-media0.fl.yelpcdn.com/bphoto/Lx-UsyOvxZmowRkouv13aA/o.jpg,https://www.yelp.com/biz/ocean-grill-and-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.63923,41.856734
dNahrgb_2WkgA4ZhONEHuA,botanero-chicago,"['mexican', 'lounges', 'cocktailbars']",2,True,17737703605,1413 N Ashland Ave,4.3,23,[],https://s3-media0.fl.yelpcdn.com/bphoto/Trir9dR9HW0bqyOZq4lJow/o.jpg,https://www.yelp.com/biz/botanero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.6672637090087,41.90746347699312
OOE9Bhk18RPZIL3O1OqH8g,qiao-lin-hotpot-chicago-downtown-chicago,"['hotpot', 'chinese']",3,False,13122852166,210 E Illinois St,4.6,168,['restaurant_reservation'],https://s3-media0.fl.yelpcdn.com/bphoto/v_RfRzxLf5L6bcOe91f_qg/o.jpg,https://www.yelp.com/biz/qiao-lin-hotpot-chicago-downtown-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.622091,41.891236
OLLCYpaF_cWzrZ-Hd7FYMQ,lardon-chicago,"['cafes', 'sandwiches', 'wine_bars']",2,False,17736974444,2200 N California Ave,4.3,140,[],https://s3-media0.fl.yelpcdn.com/bphoto/qsajRXM_i7cOo-EPi0t2ig/o.jpg,https://www.yelp.com/biz/lardon-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.69749321372282,41.92189183636727
asY7B6x7ZdTivOq4sElZQg,hoyts-chicago-chicago-3,"['tradamerican', 'beer_and_wine', 'cocktailbars']",2,True,13123469870,71 E Wacker Dr,4.5,4,[],https://s3-media0.fl.yelpcdn.com/bphoto/WeGEwCN6n1QTBenxBPMzKQ/o.jpg,https://www.yelp.com/biz/hoyts-chicago-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60601,-87.62569400000001,41.8873941
cyqK8gatPIaOYNvwq4yprA,olio-e-più-chicago-2,['italian'],3,False,13123633335,445 N Dearborn St,4.4,574,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/R48tM6hZcm2poWzi29Y4JQ/o.jpg,https://www.yelp.com/biz/olio-e-pi%C3%B9-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.62939,41.89059
iiY5lZTcUqgxfU2It8pyUQ,il-girasole-trattoria-chicago,"['desserts', 'italian', 'soup']",3,True,18723152928,2700 N Western Ave,4.6,60,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/UDpRGZ5lW0LGdpCw8kauJA/o.jpg,https://www.yelp.com/biz/il-girasole-trattoria-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.68807216688188,41.9304808
LnVv3v3uYa7g9MzqzII6tA,provare-chicago,"['cajun', 'italian', 'cocktailbars']",3,False,13129880943,1523 W Chicago Ave,4.3,442,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/vHz0WPg-k66oJu1xsSAHtg/o.jpg,https://www.yelp.com/biz/provare-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60642,-87.66587719325405,41.89609753853198
