id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
UK5Xb8xqUOUBi5vQu0bQXQ,maple-and-ash-chicago,Maple & Ash,https://s3-media0.fl.yelpcdn.com/bphoto/lgSei6itROdbc1SGqqgTlA/o.jpg,False,https://www.yelp.com/biz/maple-and-ash-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2445,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.2,"['pickup', 'delivery']",$$$$,+13129448888,(312) 944-8888,4073.8162241474706,41.9021130633339,-87.6286945502972,8 W Maple St,,,Chicago,60610,US,IL,"['8 W Maple St', 'Chicago, IL 60610']"
o0DaPvRb4IWH7hUWVCnoGw,monteverde-chicago,Monteverde,https://s3-media0.fl.yelpcdn.com/bphoto/A0UG6ziTe9jmMbDC4O8fVg/o.jpg,False,https://www.yelp.com/biz/monteverde-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1440,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,['delivery'],$$$,+13128883041,(312) 888-3041,3311.214645612105,41.88191,-87.65302,1020 W Madison St,,,Chicago,60607,US,IL,"['1020 W Madison St', 'Chicago, IL 60607']"
IMZE58oaY-gRlv3qK9BCdw,tuk-tuk-thai-isan-street-food-chicago,Tuk Tuk Thai Isan Street Food,https://s3-media0.fl.yelpcdn.com/bphoto/2Q8FZBIaGOZpd87Isl657A/o.jpg,False,https://www.yelp.com/biz/tuk-tuk-thai-isan-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,285,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"['pickup', 'delivery']",$$,+17736619739,(773) 661-9739,4143.974916968981,41.934138,-87.64626,2852 N Clark St,,,Chicago,60657,US,IL,"['2852 N Clark St', 'Chicago, IL 60657']"
FiDxI03abCAfA4pgl1NJ1w,butcher-and-the-bear-chicago,Butcher and the Bear,https://s3-media0.fl.yelpcdn.com/bphoto/waIww1UxsuopxVQ1qFif2Q/o.jpg,False,https://www.yelp.com/biz/butcher-and-the-bear-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,130,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,[],$$$$,+13129550306,(312) 955-0306,3841.5913308312643,41.93223470574105,-87.648727,2721 N Halsted St,,,Chicago,60614,US,IL,"['2721 N Halsted St', 'Chicago, IL 60614']"
OM24LGQGFp1PfaiYrkOIbQ,lilac-tiger-chicago-2,Lilac Tiger,https://s3-media0.fl.yelpcdn.com/bphoto/kkEQ0ydu9bJt0FtHyMEY0g/o.jpg,False,https://www.yelp.com/biz/lilac-tiger-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,39,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['pickup', 'delivery']",,,,533.1111694691926,41.903512007398334,-87.6717396453023,1742 W Division St,,,Chicago,60622,US,IL,"['1742 W Division St', 'Chicago, IL 60622']"
QFg4CAuJRC98_GXVjyrRpA,chengdu-bistro-chicago-2,Chengdu Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/UkEZNdqMlkkF10Tc0Ht3Uw/o.jpg,False,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,47,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"['restaurant_reservation', 'delivery', 'pickup']",,+18723152926,(872) 315-2926,694.6487331582257,41.91020072350959,-87.682875841856,2211 W North Ave,,,Chicago,60647,US,IL,"['2211 W North Ave', 'Chicago, IL 60647']"
XKUZV9O2sRFLDIpAmwmG5g,boka-chicago,Boka,https://s3-media0.fl.yelpcdn.com/bphoto/vwZ5WBrKuUyTpDf0YxftBQ/o.jpg,False,https://www.yelp.com/biz/boka-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1868,"[{'alias': 'newamerican', 'title': 'New American'}]",4.3,"['pickup', 'delivery']",$$$$,+13123376070,(312) 337-6070,2619.8070506036206,41.9135158,-87.6480859,1729 N Halsted St,,,Chicago,60614,US,IL,"['1729 N Halsted St', 'Chicago, IL 60614']"
Jht3PLwPH693bseS7J0FDA,maxwells-trading-chicago,Maxwells Trading,https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,False,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,161,"[{'alias': 'newamerican', 'title': 'New American'}]",4.5,[],,+13128964410,(312) 896-4410,2211.8305483149006,41.88767535355601,-87.665248028934,1516 W Carroll Ave,,,Chicago,60607,US,IL,"['1516 W Carroll Ave', 'Chicago, IL 60607']"
PdbRfCs6fHZacu6L_5oHnA,bistro-monadnock-chicago,Bistro Monadnock,https://s3-media0.fl.yelpcdn.com/bphoto/2M_uLc8u9nhLeFf1Uvg9ZA/o.jpg,False,https://www.yelp.com/biz/bistro-monadnock-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,145,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.7,[],,+13129457040,(312) 945-7040,5041.322422864629,41.877754,-87.629628,325 S Federal St,,,Chicago,60604,US,IL,"['325 S Federal St', 'Chicago, IL 60604']"
XR7K-0DlG3dikV4nRXPjYQ,matilda-chicago-3,Matilda,https://s3-media0.fl.yelpcdn.com/bphoto/sfMZXUw5vviqQtvq5Et0QQ/o.jpg,False,https://www.yelp.com/biz/matilda-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.8,[],,,,3928.3749799793068,41.89188,-87.63378,535 N Wells St,,,Chicago,60654,US,IL,"['535 N Wells St', 'Chicago, IL 60654']"
rzeQrwEuv1lo_wu1oD_brA,mirella-s-tavern-chicago,Mirella’s Tavern,https://s3-media0.fl.yelpcdn.com/bphoto/9_cmjjPLv0u0jSeL02ogOQ/o.jpg,False,https://www.yelp.com/biz/mirella-s-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,66,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.4,"['pickup', 'delivery']",,+17732706196,(773) 270-6196,259.02485297531945,41.90337419999999,-87.679574,2056 W Division St,,,Chicago,60622,US,IL,"['2056 W Division St', 'Chicago, IL 60622']"
mvFimrcREBIDo-pLAhMfNg,avec-chicago-chicago,Avec - Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/qaNnaZ-GhXg8-gGZIeWY4g/o.jpg,False,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2604,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.3,"['pickup', 'delivery']",$$$,+13123772002,(312) 377-2002,3676.4029173236945,41.884290441849,-87.6433979433133,615 W Randolph St,,,Chicago,60661,US,IL,"['615 W Randolph St', 'Chicago, IL 60661']"
W83v9XeJyspMiJ7CwThvVQ,seville-chicago-chicago,Seville Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,False,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,83,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['pickup', 'delivery']",,+17733390362,(773) 339-0362,4623.222602326566,41.87845447072228,-87.6350425,243 S Franklin St,,,Chicago,60606,US,IL,"['243 S Franklin St', 'Chicago, IL 60606']"
ruWJerAc9VW23GvegYddnQ,gaijin-chicago,Gaijin,https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,False,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,762,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.3,"['pickup', 'delivery']",$$,+13122651348,(312) 265-1348,3053.3507249845093,41.88583,-87.65182,950 W Lake St,,,Chicago,60607,US,IL,"['950 W Lake St', 'Chicago, IL 60607']"
0VEE9H6OuGaswhC70tjKeQ,beatrix-streeterville-chicago-2,Beatrix - Streeterville,https://s3-media0.fl.yelpcdn.com/bphoto/H6NKF0UVi0mwUeK19URnqQ/o.jpg,False,https://www.yelp.com/biz/beatrix-streeterville-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1435,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.3,"['pickup', 'delivery']",$$,+13126420001,(312) 642-0001,4726.0014412716255,41.89439,-87.62261,671 N St Clair St,,,Chicago,60611,US,IL,"['671 N St Clair St', 'Chicago, IL 60611']"
HuB9hjq-X4LEEqxN2RhAVw,kama-chicago-2,Kama,https://s3-media0.fl.yelpcdn.com/bphoto/3GhZ7ERAK-1mV0q1iZ6RDQ/o.jpg,False,https://www.yelp.com/biz/kama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,110,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",,+17739047640,(773) 904-7640,498.54875265854815,41.90971,-87.676833,1560 N Milwaukee Ave,,,Chicago,60622,US,IL,"['1560 N Milwaukee Ave', 'Chicago, IL 60622']"
incGwtfg6rwT00w9WAqE0A,apolonia-chicago,Apolonia,https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,False,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,306,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.4,[],$$$,+13123632431,(312) 363-2431,7377.397108249483,41.85267,-87.62361,2201 S Michigan Ave,,,Chicago,60616,US,IL,"['2201 S Michigan Ave', 'Chicago, IL 60616']"
0ucCbCekcn5XdzvRXnHl2w,desert-hawk-chicago,Desert Hawk,https://s3-media0.fl.yelpcdn.com/bphoto/Wvt0tJNb-HbxRnBQ7iUUPQ/o.jpg,False,https://www.yelp.com/biz/desert-hawk-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,41,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'bars', 'title': 'Bars'}]",4.6,[],,,,289.570561434659,41.90288666670101,-87.67917606979607,2049 W Division St,,,Chicago,60622,US,IL,"['2049 W Division St', 'Chicago, IL 60622']"
0qW7MJ0trxnoWzCHBiBgbQ,union-chicago-4,Union,https://s3-media0.fl.yelpcdn.com/bphoto/SaHK7Xl8sKFH0SDoP6Lp8w/o.jpg,False,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,72,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,[],,+17736977788,(773) 697-7788,2462.5534945657932,41.9218,-87.69769,2202 N California Ave,,,Chicago,60647,US,IL,"['2202 N California Ave', 'Chicago, IL 60647']"
g-FNZCErYf4CuEb8EWYDuQ,mahanakhon-noodle-bar-chicago,Mahanakhon Noodle Bar,https://s3-media0.fl.yelpcdn.com/bphoto/ciifGqUgsOPnGXxtlfrJcQ/o.jpg,False,https://www.yelp.com/biz/mahanakhon-noodle-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,33,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.8,"['delivery', 'pickup']",,+17739753333,(773) 975-3333,3544.361319502579,41.934736,-87.661455,2907 N Lincoln Ave,,,Chicago,60657,US,IL,"['2907 N Lincoln Ave', 'Chicago, IL 60657']"
bmTC5TdAQh0s2y24nTS4bA,kayao-chicago,Kayao,https://s3-media0.fl.yelpcdn.com/bphoto/4Wja0ifExm6ZLGoGFh-R1Q/o.jpg,False,https://www.yelp.com/biz/kayao-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,88,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,[],,+18723422246,(872) 342-2246,3547.2735747851993,41.90541208020734,-87.63487429999999,1252 N Wells St,,,Chicago,60610,US,IL,"['1252 N Wells St', 'Chicago, IL 60610']"
NCbmJtryUXXg1mtoZg8aJg,tak-korean-bistro-and-karaoke-chicago,TAK Korean Bistro & Karaoke,https://s3-media0.fl.yelpcdn.com/bphoto/TPcDriS5OH-4F6FHqj-fwQ/o.jpg,False,https://www.yelp.com/biz/tak-korean-bistro-and-karaoke-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,126,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"['pickup', 'delivery']",$$$,+13127226632,(312) 722-6632,5923.905955779138,41.86823,-87.62635,1132 S Wabash Ave,Lower Level,,Chicago,60605,US,IL,"['1132 S Wabash Ave', 'Lower Level', 'Chicago, IL 60605']"
apo9fX6Opmr2Z87sm-_cfg,all-together-now-chicago,All Together Now,https://s3-media0.fl.yelpcdn.com/bphoto/DvMFTWqiDnYrJxGneDdtSQ/o.jpg,False,https://www.yelp.com/biz/all-together-now-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,134,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"['delivery', 'pickup']",$$,+17736611599,(773) 661-1599,1090.5539181025072,41.89555,-87.68051,2119 West Chicago Ave,,,Chicago,60622,US,IL,"['2119 West Chicago Ave', 'Chicago, IL 60622']"
CsOBdkThymA-WUlwf_xa_Q,tama-chicago-2,Tama,https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,False,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,55,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],,+13129550212,(312) 955-0212,1353.6435125082073,41.917433859834425,-87.67786993822337,1952 N Damen Ave,,,Chicago,60647,US,IL,"['1952 N Damen Ave', 'Chicago, IL 60647']"
9mhqcimD0CYvqxzfj_VXnQ,little-bad-wolf-chicago,Little Bad Wolf,https://s3-media0.fl.yelpcdn.com/bphoto/X_RUy9GZ5DJRIzf9A739OQ/o.jpg,False,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2496,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"['delivery', 'pickup']",$$,+17739426399,(773) 942-6399,8713.427015509145,41.983356,-87.669057,1541 W Bryn Mawr Ave,,,Chicago,60660,US,IL,"['1541 W Bryn Mawr Ave', 'Chicago, IL 60660']"
0IYXh7l_VppKw5y97FehoA,kasama-chicago,Kasama,https://s3-media0.fl.yelpcdn.com/bphoto/APJhh2bUtv_eUTh3GDtw_Q/o.jpg,False,https://www.yelp.com/biz/kasama-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1230,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'New American'}]",4.5,['delivery'],$$,+17736973790,(773) 697-3790,641.86023053467,41.899692,-87.6756,1001 N Winchester Ave,,,Chicago,60622,US,IL,"['1001 N Winchester Ave', 'Chicago, IL 60622']"
_MnIiS_b3enHyx8Y62gd4Q,oriole-chicago,Oriole,https://s3-media0.fl.yelpcdn.com/bphoto/XNJqhprLeyn_gb8zYnPJyA/o.jpg,False,https://www.yelp.com/biz/oriole-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,425,"[{'alias': 'newamerican', 'title': 'New American'}]",4.7,"['delivery', 'pickup']",$$$$,+13128775339,(312) 877-5339,3444.011411383667,41.8860966,-87.6449481,661 W Walnut St,,,Chicago,60661,US,IL,"['661 W Walnut St', 'Chicago, IL 60661']"
ATbuE6MdSeYLIxcfB8MYCA,cabra-chicago-2,Cabra,https://s3-media0.fl.yelpcdn.com/bphoto/AodXsI8hnevZb7dINgk-Bw/o.jpg,False,https://www.yelp.com/biz/cabra-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,890,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.2,['delivery'],$$$,+13127611717,(312) 761-1717,3208.06560352997,41.885851,-87.649086,200 N Green St,,,Chicago,60607,US,IL,"['200 N Green St', 'Chicago, IL 60607']"
B3s6h5OFne0C5ygKSevJpA,rudy-s-ramen-chicago,Rudy’s Ramen,https://s3-media0.fl.yelpcdn.com/bphoto/9P6aTCu4xbaF2-fvQ4EXPw/o.jpg,False,https://www.yelp.com/biz/rudy-s-ramen-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,158,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.7,"['delivery', 'pickup']",$$,+13129657187,(312) 965-7187,1068.1268768503876,41.90252543864915,-87.66536544877775,1146 N Milwaukee Ave,,,Chicago,60642,US,IL,"['1146 N Milwaukee Ave', 'Chicago, IL 60642']"
tQoQbc3vAo3qdTDiNgSekA,pleasant-house-pub-chicago-3,Pleasant House Pub,https://s3-media0.fl.yelpcdn.com/bphoto/qzQBx5S6C-Vm9xhlPEozQQ/o.jpg,False,https://www.yelp.com/biz/pleasant-house-pub-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1001,"[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.4,"['delivery', 'pickup']",$$,+17735237437,(773) 523-7437,6312.06975559643,41.85357,-87.64621,2119 S Halsted St,,,Chicago,60608,US,IL,"['2119 S Halsted St', 'Chicago, IL 60608']"
iOMvXQYFl6_mtw0wX6ZUXw,forbidden-root-chicago,Forbidden Root,https://s3-media0.fl.yelpcdn.com/bphoto/flCaVpuO0bD6PAuWBntEnA/o.jpg,False,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,634,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",$$,+13129292202,(312) 929-2202,1128.4224298150998,41.89628,-87.671551,1746 W Chicago Ave,,,Chicago,60622,US,IL,"['1746 W Chicago Ave', 'Chicago, IL 60622']"
KSN52IyGX6tsKLFyXfRCzg,gussies-handmade-italian-chicago,Gussie's Handmade Italian,https://s3-media0.fl.yelpcdn.com/bphoto/7P24aZ5aBBaBKVNxhwbHhA/o.jpg,False,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,343,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,"['delivery', 'pickup']",$$,+13129293091,(312) 929-3091,3519.1842468150585,41.91098828028453,-87.6359135883639,227 W North Ave,,,Chicago,60610,US,IL,"['227 W North Ave', 'Chicago, IL 60610']"
l_602ggEZES7dW_WeOmKYA,elia-chicago,Elia,https://s3-media0.fl.yelpcdn.com/bphoto/Nb73usJ0nSu-HgwJi7ovVg/o.jpg,False,https://www.yelp.com/biz/elia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,121,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"['pickup', 'delivery', 'restaurant_reservation']",,+17737703658,(773) 770-3658,227.5946448348539,41.903503,-87.676424,1938 W Division St,,,Chicago,60622,US,IL,"['1938 W Division St', 'Chicago, IL 60622']"
dro6ttzG0H2PlES0gI8LIg,tortello-chicago,Tortello,https://s3-media0.fl.yelpcdn.com/bphoto/D8lGceXgKYT3Gq8x_-KQaA/o.jpg,False,https://www.yelp.com/biz/tortello-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,562,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,['delivery'],$$,+17733601293,(773) 360-1293,526.6698449414077,41.90343739642855,-87.67186413269891,1746 W Division St,,,Chicago,60622,US,IL,"['1746 W Division St', 'Chicago, IL 60622']"
hMNHD9LHs_R3vFCfTOGorw,izakaya-shinya-chicago,Izakaya Shinya,https://s3-media0.fl.yelpcdn.com/bphoto/491oQAKES-sjY7tCNGwh8Q/o.jpg,False,https://www.yelp.com/biz/izakaya-shinya-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,171,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.2,"['pickup', 'delivery']",,+13128808133,(312) 880-8133,784.9163594486215,41.910173,-87.684546,2255 W North Ave,,,Chicago,60647,US,IL,"['2255 W North Ave', 'Chicago, IL 60647']"
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,Eataly Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4613,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",3.9,"['delivery', 'pickup']",$$,+13125218700,(312) 521-8700,4496.376678474428,41.892335432963,-87.6262607945148,43 E Ohio St,,,Chicago,60611,US,IL,"['43 E Ohio St', 'Chicago, IL 60611']"
